REGION,TYPE,AREA,GENDER,MATH,READING,SCIENCE
SOUTH,PUBLIC,RURAL,Female,442.6,471.348,446.419
SOUTH,PUBLIC,RURAL,Female,499.151,568.095,505.166
SOUTH,PUBLIC,RURAL,Female,526.881,522.025,571.652
SOUTH,PUBLIC,RURAL,Male,456.621,464.308,508.896
SOUTH,PUBLIC,RURAL,Female,517.067,583.981,535.006
SOUTH,PUBLIC,RURAL,Female,520.182,512.493,491.179
SOUTH,PUBLIC,RURAL,Male,490.894,459.657,453.879
SOUTH,PUBLIC,RURAL,Female,453.817,511.063,531.835
SOUTH,PUBLIC,RURAL,Female,497.126,550.62,515.423
SOUTH,PUBLIC,RURAL,Male,633.362,582.916,589.09
SOUTH,PUBLIC,RURAL,Male,492.53,526.94,515.703
SOUTH,PUBLIC,RURAL,Female,454.752,426.549,479.056
SOUTH,PUBLIC,RURAL,Male,413.156,376.575,444.181
SOUTH,PUBLIC,RURAL,Female,470.33,447.201,512.626
SOUTH,PUBLIC,RURAL,Male,579.148,554.928,615.852
SOUTH,PUBLIC,RURAL,Female,489.57,524.408,525.681
SOUTH,PUBLIC,RURAL,Male,464.722,454.845,477.751
SOUTH,PUBLIC,RURAL,Female,504.993,543.471,506.938
SOUTH,PUBLIC,RURAL,Female,567.308,572.146,519.433
SOUTH,PUBLIC,RURAL,Male,472.901,494.702,518.221
SOUTH,PUBLIC,RURAL,Male,618.952,567.117,664.248
SOUTH,PUBLIC,RURAL,Female,473.758,541.088,529.411
SOUTH,PUBLIC,RURAL,Male,538.643,463.506,528.198
SOUTH,PUBLIC,RURAL,Female,546.355,584.775,578.18
SOUTH,PUBLIC,RURAL,Female,464.644,536.322,521.671
SOUTH,PUBLIC,RURAL,Male,514.418,399.832,501.063
SOUTH,PUBLIC,RURAL,Male,568.476,469.761,576.035
SOUTH,PUBLIC,URBAN,Male,463.631,540.653,529.224
SOUTH,PUBLIC,URBAN,Female,334.406,431.553,330.138
SOUTH,PUBLIC,URBAN,Male,446.651,435.919,507.591
SOUTH,PUBLIC,URBAN,Female,533.035,557.054,513.838
SOUTH,PUBLIC,URBAN,Male,603.762,529.185,610.537
SOUTH,PUBLIC,URBAN,Male,606.956,557.334,579.765
SOUTH,PUBLIC,URBAN,Female,629.779,607.016,665.274
SOUTH,PUBLIC,URBAN,Female,666.311,594.783,681.966
SOUTH,PUBLIC,URBAN,Female,590.754,595.895,609.884
SOUTH,PUBLIC,URBAN,Female,526.648,512.413,550.858
SOUTH,PUBLIC,URBAN,Male,634.998,529.266,685.136
SOUTH,PUBLIC,URBAN,Female,533.814,542.677,554.495
SOUTH,PUBLIC,URBAN,Male,611.162,575.137,653.059
SOUTH,PUBLIC,URBAN,Female,543.55,599.073,564.845
SOUTH,PUBLIC,URBAN,Female,579.771,630.051,598.322
SOUTH,PUBLIC,URBAN,Female,509.745,536.799,507.591
SOUTH,PUBLIC,URBAN,Female,570.346,588.906,605.688
SOUTH,PUBLIC,URBAN,Female,525.479,497.56,542.093
SOUTH,PUBLIC,URBAN,Female,607.735,541.247,588.157
SOUTH,PUBLIC,URBAN,Male,595.35,559.739,655.203
SOUTH,PUBLIC,URBAN,Female,549.392,570.557,542.745
SOUTH,PUBLIC,URBAN,Female,634.998,624.649,672.827
SOUTH,PUBLIC,URBAN,Female,600.724,565.076,591.887
SOUTH,PUBLIC,URBAN,Male,595.739,479.385,598.415
SOUTH,PUBLIC,URBAN,Female,508.187,475.16,464.416
SOUTH,PUBLIC,URBAN,Female,547.134,603.044,579.112
SOUTH,PUBLIC,URBAN,Female,689.523,681.84,664.621
SOUTH,PUBLIC,URBAN,Male,489.804,546.106,579.765
SOUTH,PUBLIC,URBAN,Male,609.526,535.681,623.592
SOUTH,PUBLIC,URBAN,Male,593.169,617.48,624.524
SOUTH,PUBLIC,URBAN,Female,580.706,549.825,570.16
SOUTH,PUBLIC,URBAN,Female,547.211,551.414,521.018
SOUTH,PUBLIC,URBAN,Male,628.455,574.816,636.647
SOUTH,PUBLIC,URBAN,Male,658.288,569.283,687.001
CENTRAL,PUBLIC,URBAN,Male,542.46,547.71,499.851
CENTRAL,PUBLIC,URBAN,Female,583.666,622.108,609.511
CENTRAL,PUBLIC,URBAN,Female,429.826,530.762,459.474
CENTRAL,PUBLIC,URBAN,Female,624.17,623.776,577.247
CENTRAL,PUBLIC,URBAN,Male,544.174,513.387,565.405
CENTRAL,PUBLIC,URBAN,Female,521.584,531.715,542.093
CENTRAL,PUBLIC,URBAN,Female,454.985,489.378,435.229
CENTRAL,PUBLIC,URBAN,Male,563.335,530.067,552.723
CENTRAL,PUBLIC,URBAN,Female,502.734,463.722,488.008
CENTRAL,PUBLIC,URBAN,Female,518.079,526.711,494.909
CENTRAL,PUBLIC,URBAN,Male,487.467,509.057,498.639
CENTRAL,PUBLIC,URBAN,Female,515.509,497.242,497.706
CENTRAL,PUBLIC,URBAN,Male,511.38,445.061,530.343
CENTRAL,PUBLIC,URBAN,Female,659.924,641.33,643.174
CENTRAL,PUBLIC,URBAN,Male,696.222,572.41,660.892
CENTRAL,PUBLIC,URBAN,Male,565.75,584.6,564.752
CENTRAL,PUBLIC,URBAN,Male,492.53,488.366,543.305
CENTRAL,PUBLIC,URBAN,Female,656.808,704.875,687.001
CENTRAL,PUBLIC,URBAN,Female,473.057,571.351,424.319
CENTRAL,PUBLIC,URBAN,Female,625.027,567.3,571.652
CENTRAL,PUBLIC,URBAN,Male,583.276,592.619,570.44
CENTRAL,PUBLIC,URBAN,Female,586.158,579.215,515.144
CENTRAL,PUBLIC,URBAN,Male,550.872,530.067,507.963
CENTRAL,PUBLIC,URBAN,Female,447.196,510.825,457.609
CENTRAL,PUBLIC,URBAN,Male,550.249,533.756,543.958
CENTRAL,PUBLIC,URBAN,Male,474.77,502.801,472.529
CENTRAL,PUBLIC,URBAN,Male,467.682,429.824,414.994
CENTRAL,PUBLIC,URBAN,Female,475.316,642.124,526.427
CENTRAL,PUBLIC,URBAN,Male,575.097,542.177,522.231
CENTRAL,PUBLIC,URBAN,Female,485.597,508.998,495.468
CENTRAL,PUBLIC,URBAN,Female,473.758,501.531,506.099
CENTRAL,PUBLIC,URBAN,Female,463.631,550.779,496.587
CENTRAL,PUBLIC,URBAN,Female,509.822,508.521,531.928
NORTH,PUBLIC,RURAL,Female,446.806,500.737,511.32
NORTH,PUBLIC,RURAL,Female,533.035,535.528,565.684
NORTH,PUBLIC,RURAL,Male,543.55,538.889,553.655
NORTH,PUBLIC,RURAL,Male,501.955,559.739,520.366
NORTH,PUBLIC,RURAL,Male,377.247,433.032,398.769
NORTH,PUBLIC,RURAL,Male,455.297,453.883,492.764
NORTH,PUBLIC,RURAL,Female,657.665,612.655,646.251
NORTH,PUBLIC,RURAL,Female,518.157,594.307,594.685
NORTH,PUBLIC,RURAL,Female,539.967,541.882,564.845
NORTH,PUBLIC,RURAL,Male,471.109,431.268,511.693
NORTH,PUBLIC,RURAL,Male,549.548,506.811,586.292
NORTH,PUBLIC,RURAL,Female,402.952,532.43,430.847
NORTH,PUBLIC,RURAL,Female,463.086,500.578,530.063
NORTH,PUBLIC,RURAL,Male,664.597,642.5,645.039
NORTH,PUBLIC,RURAL,Female,537.553,605.348,570.44
NORTH,PUBLIC,RURAL,Male,658.054,600.478,653.432
NORTH,PUBLIC,RURAL,Female,530.153,580.962,607.367
NORTH,PUBLIC,RURAL,Male,511.302,467.997,529.038
NORTH,PUBLIC,RURAL,Male,557.338,548.512,568.575
NORTH,PUBLIC,RURAL,Female,578.135,648.479,652.313
NORTH,PUBLIC,RURAL,Male,640.684,665.596,685.789
NORTH,PUBLIC,RURAL,Male,498.06,523.652,487.729
NORTH,PUBLIC,RURAL,Female,524.311,548.157,517.288
NORTH,PUBLIC,RURAL,Female,571.592,630.051,582.563
NORTH,PUBLIC,RURAL,Male,525.635,538.889,532.208
NORTH,PUBLIC,RURAL,Female,464.333,485.407,548.06
NORTH,PUBLIC,RURAL,Female,615.524,638.153,659.773
NORTH,PUBLIC,RURAL,Female,671.764,610.67,657.721
NORTH,PUBLIC,RURAL,Male,562.79,494.782,590.955
NORTH,PUBLIC,RURAL,Female,579.226,561.899,605.502
NORTH,PUBLIC,RURAL,Female,416.895,463.405,448.284
NORTH,PUBLIC,RURAL,Female,469.863,544.424,520.832
NORTH,PUBLIC,RURAL,Male,551.028,451.958,512.253
NORTH,PUBLIC,RURAL,Female,500.242,520.436,563.913
NORTH,PUBLIC,RURAL,Male,543.239,566.957,517.568
NORTH,PUBLIC,URBAN,Male,705.336,616.678,760.388
NORTH,PUBLIC,URBAN,Female,675.191,702.333,690.731
NORTH,PUBLIC,URBAN,Female,661.482,683.428,683.271
NORTH,PUBLIC,URBAN,Male,765.002,688.772,814.752
NORTH,PUBLIC,URBAN,Female,659.145,668.337,647.65
NORTH,PUBLIC,URBAN,Female,584.055,523.454,604.942
NORTH,PUBLIC,URBAN,Male,695.911,636.726,700.336
NORTH,PUBLIC,URBAN,Female,552.43,546.648,595.617
NORTH,PUBLIC,URBAN,Female,691.938,690.498,715.256
NORTH,PUBLIC,URBAN,Female,733.144,734.264,752.275
NORTH,PUBLIC,URBAN,Female,678.073,685.652,720.571
NORTH,PUBLIC,URBAN,Male,705.102,648.916,728.777
NORTH,PUBLIC,URBAN,Female,741.401,715.836,733.626
NORTH,PUBLIC,URBAN,Male,758.927,688.933,689.146
NORTH,PUBLIC,URBAN,Female,588.417,640.377,659.306
NORTH,PUBLIC,URBAN,Male,737.817,591.978,723.368
NORTH,PUBLIC,URBAN,Female,650.576,614.165,716.841
NORTH,PUBLIC,URBAN,Male,545.576,553.003,615.759
NORTH,PUBLIC,URBAN,Female,594.415,594.227,609.605
NORTH,PUBLIC,URBAN,Female,528.984,591.844,571.373
NORTH,PUBLIC,URBAN,Male,667.012,582.996,684.11
NORTH,PUBLIC,URBAN,Female,679.553,643.554,668.631
NORTH,PUBLIC,URBAN,Female,666.155,703.286,777.266
NORTH,PUBLIC,URBAN,Female,617.16,627.747,574.45
NORTH,PUBLIC,URBAN,Female,667.012,651.497,775.494
NORTH,PUBLIC,URBAN,Male,675.736,643.944,645.039
NORTH,PUBLIC,URBAN,Female,639.983,619.884,671.708
NORTH,PUBLIC,URBAN,Female,758.381,731.087,780.809
NORTH,PUBLIC,URBAN,Female,692.172,650.067,741.645
NORTH,PUBLIC,URBAN,Female,563.413,665,640.284
NORTH,PUBLIC,URBAN,Female,708.452,661.029,756.658
NORTH,PUBLIC,URBAN,Female,677.528,637.835,689.799
NORTH,PUBLIC,URBAN,Male,710.71,677.305,772.417
NORTH,PUBLIC,URBAN,Female,685.083,653.086,725.233
NORTH,PUBLIC,URBAN,Male,824.747,633.358,797.967
NORTH,PUBLIC,REMOTE,Male,400.615,429.824,500.41
NORTH,PUBLIC,REMOTE,Male,441.821,478.903,521.764
NORTH,PUBLIC,REMOTE,Female,414.013,502.167,493.976
NORTH,PUBLIC,REMOTE,Male,458.335,440.731,563.54
NORTH,PUBLIC,REMOTE,Female,440.575,480.879,508.523
NORTH,PUBLIC,REMOTE,Male,468.305,500.556,557.199
NORTH,PUBLIC,REMOTE,Male,474.069,414.748,474.953
NORTH,PUBLIC,REMOTE,Female,508.187,487.552,567.27
NORTH,PUBLIC,REMOTE,Female,467.76,441.005,528.478
NORTH,PUBLIC,REMOTE,Female,386.672,427.978,523.443
NORTH,PUBLIC,REMOTE,Male,442.834,495.584,488.381
NORTH,PUBLIC,REMOTE,Male,519.871,489.168,580.977
NORTH,PUBLIC,REMOTE,Female,338.3,410.106,403.805
NORTH,PUBLIC,REMOTE,Female,419.699,556.974,484.651
NORTH,PUBLIC,REMOTE,Female,407.626,484.771,421.522
NORTH,PUBLIC,REMOTE,Female,445.171,491.841,475.047
NORTH,PUBLIC,REMOTE,Female,439.484,517.418,482.786
NORTH,PUBLIC,REMOTE,Female,455.92,514.082,479.896
NORTH,PUBLIC,REMOTE,Female,414.013,505.344,535.658
NORTH,PUBLIC,REMOTE,Male,573.462,587.006,618.93
NORTH,PUBLIC,REMOTE,Female,370.159,443.388,390.47
NORTH,PUBLIC,REMOTE,Male,451.402,475.535,505.819
NORTH,PUBLIC,REMOTE,Female,446.495,465.629,478.124
NORTH,PUBLIC,REMOTE,Male,453.194,471.525,493.044
NORTH,PUBLIC,REMOTE,Female,416.817,457.606,518.221
NORTH,PUBLIC,REMOTE,Male,474.225,443.297,517.288
NORTH,PUBLIC,REMOTE,Female,422.426,503.041,447.632
NORTH,PUBLIC,REMOTE,Female,494.01,522.183,483.719
NORTH,PUBLIC,REMOTE,Female,482.638,524.566,561.675
NORTH,PUBLIC,REMOTE,Female,461.996,547.363,513.558
NORTH,PUBLIC,REMOTE,Male,550.561,570.967,554.588
NORTH,PUBLIC,REMOTE,Male,463.008,491.574,459.754
NORTH,PUBLIC,REMOTE,Female,462.074,553.956,542.279
NORTH,PUBLIC,REMOTE,Male,399.447,327.817,430.567
NORTH,PUBLIC,REMOTE,Female,437.615,470.236,548.06
SOUTH,PUBLIC,URBAN,Female,457.634,485.486,431.499
SOUTH,PUBLIC,URBAN,Female,355.359,386.992,404.457
SOUTH,PUBLIC,URBAN,Male,399.447,462.704,442.689
SOUTH,PUBLIC,URBAN,Female,423.984,458.559,414.994
SOUTH,PUBLIC,URBAN,Female,429.047,475.796,476.259
SOUTH,PUBLIC,URBAN,Male,458.101,448.189,479.056
SOUTH,PUBLIC,URBAN,Male,376.624,388.925,432.152
SOUTH,PUBLIC,URBAN,Male,421.88,411.54,433.924
SOUTH,PUBLIC,URBAN,Male,388.23,396.945,379.56
SOUTH,PUBLIC,URBAN,Male,371.717,456.449,453.693
SOUTH,PUBLIC,URBAN,Female,378.883,390.963,408.467
SOUTH,PUBLIC,URBAN,Male,520.572,547.79,504.513
SOUTH,PUBLIC,URBAN,Female,414.558,438.781,433.364
SOUTH,PUBLIC,URBAN,Female,465.89,513.208,453.879
SOUTH,PUBLIC,URBAN,Male,451.402,474.733,424.04
SOUTH,PUBLIC,URBAN,Male,441.899,479.545,472.436
SOUTH,PUBLIC,URBAN,Male,456.309,514.831,499.571
SOUTH,PUBLIC,URBAN,Female,387.529,499.784,436.815
SOUTH,PUBLIC,URBAN,Female,442.289,500.578,481.854
SOUTH,PUBLIC,URBAN,Female,481.781,525.202,521.018
SOUTH,PUBLIC,URBAN,Male,448.053,443.457,473.461
SOUTH,PUBLIC,URBAN,Female,456.855,471.983,440.545
SOUTH,PUBLIC,URBAN,Female,408.327,501.531,449.963
SOUTH,PUBLIC,URBAN,Male,437.615,484.196,500.504
SOUTH,PUBLIC,URBAN,Male,510.056,419.239,551.79
SOUTH,PUBLIC,URBAN,Female,440.575,476.908,460.966
SOUTH,PUBLIC,URBAN,Male,453.661,484.838,488.941
SOUTH,PUBLIC,URBAN,Male,436.447,510.901,469.079
SOUTH,PUBLIC,URBAN,Male,453.505,465.11,545.263
SOUTH,PUBLIC,URBAN,Male,492.764,458.053,524.375
SOUTH,PUBLIC,URBAN,Male,557.26,536.964,586.852
SOUTH,PUBLIC,URBAN,Female,396.643,504.709,458.355
NORTH,PUBLIC,RURAL,Female,362.37,386.356,421.242
NORTH,PUBLIC,RURAL,Male,412.533,362.621,404.084
NORTH,PUBLIC,RURAL,Female,332.848,331.39,368.93
NORTH,PUBLIC,RURAL,Male,430.916,404.322,431.313
NORTH,PUBLIC,RURAL,Female,409.807,392.473,439.892
NORTH,PUBLIC,RURAL,Female,377.948,410.821,396.065
NORTH,PUBLIC,RURAL,Male,335.964,367.353,366.505
NORTH,PUBLIC,RURAL,Male,526.414,489.008,517.288
NORTH,PUBLIC,RURAL,Male,397.655,375.292,418.445
NORTH,PUBLIC,RURAL,Male,351.698,372.084,403.245
NORTH,PUBLIC,RURAL,Male,454.596,363.423,448.844
NORTH,PUBLIC,RURAL,Male,370.938,386.519,400.727
NORTH,PUBLIC,RURAL,Female,355.281,354.346,417.512
NORTH,PUBLIC,RURAL,Male,385.426,384.113,428.702
NORTH,PUBLIC,RURAL,Female,349.984,403.752,359.045
NORTH,PUBLIC,RURAL,Male,363.149,423.569,411.731
NORTH,PUBLIC,RURAL,Male,427.489,418.437,457.609
NORTH,PUBLIC,RURAL,Female,341.806,353.472,421.242
NORTH,PUBLIC,RURAL,Male,389.321,410.578,396.065
NORTH,PUBLIC,RURAL,Male,370.471,402.719,437.654
NORTH,PUBLIC,RURAL,Male,430.215,361.739,368.37
NORTH,PUBLIC,RURAL,Male,429.436,372.886,448.191
NORTH,PUBLIC,RURAL,Male,393.527,323.326,371.634
NORTH,PUBLIC,RURAL,Male,415.493,401.756,400.075
NORTH,PUBLIC,RURAL,Male,433.954,364.787,468.799
NORTH,PUBLIC,RURAL,Female,487.233,456.891,517.288
NORTH,PUBLIC,RURAL,Male,500.475,467.516,494.629
NORTH,PUBLIC,RURAL,Male,455.141,469.12,525.588
NORTH,PUBLIC,RURAL,Male,391.969,336.959,405.39
NORTH,PUBLIC,RURAL,Male,498.06,417.474,460.966
NORTH,PUBLIC,RURAL,Male,381.999,360.536,475.886
NORTH,PUBLIC,RURAL,Male,510.056,481.149,525.681
NORTH,PUBLIC,RURAL,Male,360.812,299.268,349.441
NORTH,PUBLIC,RURAL,Male,618.017,536.964,622.287
NORTH,PUBLIC,RURAL,Female,526.258,459.433,560.742
NORTH,PUBLIC,RURAL,Male,614.278,574.335,642.801
NORTH,PUBLIC,RURAL,Male,443.846,414.427,543.398
NORTH,PUBLIC,RURAL,Male,561.855,518.84,536.777
NORTH,PUBLIC,RURAL,Female,446.495,538.864,496.774
NORTH,PUBLIC,RURAL,Female,528.439,541.565,554.215
NORTH,PUBLIC,RURAL,Female,484.896,478.338,485.584
NORTH,PUBLIC,RURAL,Male,434.967,469.922,522.231
NORTH,PUBLIC,RURAL,Female,466.747,515.829,507.963
NORTH,PUBLIC,RURAL,Male,452.415,530.067,516.356
NORTH,PUBLIC,RURAL,Male,542.382,563.027,499.851
NORTH,PUBLIC,RURAL,Male,477.652,519.001,523.629
NORTH,PUBLIC,RURAL,Male,516.521,520.364,534.073
NORTH,PUBLIC,RURAL,Male,426.242,494.942,572.305
NORTH,PUBLIC,RURAL,Female,475.549,566.506,532.861
NORTH,PUBLIC,RURAL,Male,570.346,582.194,645.039
NORTH,PUBLIC,RURAL,Female,636.244,649.114,634.782
NORTH,PUBLIC,RURAL,Male,489.57,466.714,567.643
NORTH,PUBLIC,RURAL,Female,487.701,558.483,558.318
NORTH,PUBLIC,RURAL,Female,414.558,508.521,498.639
NORTH,PUBLIC,RURAL,Female,402.874,565.871,564.659
NORTH,PUBLIC,RURAL,Female,485.597,545.06,510.108
NORTH,PUBLIC,RURAL,Male,554.222,554.126,582.563
NORTH,PUBLIC,RURAL,Female,562.557,620.678,605.688
NORTH,PUBLIC,RURAL,Female,546.277,496.607,565.684
NORTH,PUBLIC,RURAL,Female,497.359,557.769,527.266
NORTH,PUBLIC,RURAL,Male,569.879,564.712,660.519
NORTH,PUBLIC,RURAL,Male,600.724,615.074,621.727
NORTH,PUBLIC,RURAL,Male,385.971,441.052,481.574
NORTH,PUBLIC,RURAL,Female,433.331,522.104,459.754
NORTH,PUBLIC,RURAL,Female,562.245,542.518,596.55
NORTH,PUBLIC,RURAL,Female,354.658,446.645,391.682
NORTH,PUBLIC,RURAL,Female,472.667,567.3,539.668
NORTH,PUBLIC,RURAL,Male,570.034,546.748,600.28
CENTRAL,PUBLIC,RURAL,Male,431.072,398.228,455.371
CENTRAL,PUBLIC,RURAL,Female,352.165,376.586,387.673
CENTRAL,PUBLIC,RURAL,Male,349.984,360.055,357.74
CENTRAL,PUBLIC,RURAL,Female,400.693,464.04,387.952
CENTRAL,PUBLIC,RURAL,Male,382.622,293.494,409.12
SOUTH,PUBLIC,URBAN,Female,580.55,613.37,554.495
SOUTH,PUBLIC,URBAN,Male,517.067,513.868,532.208
SOUTH,PUBLIC,URBAN,Male,611.084,554.928,578.833
SOUTH,PUBLIC,URBAN,Male,538.877,588.609,554.588
SOUTH,PUBLIC,URBAN,Male,564.582,575.778,571.373
SOUTH,PUBLIC,URBAN,Female,582.03,650.862,523.629
SOUTH,PUBLIC,URBAN,Male,580.161,552.362,535.938
SOUTH,PUBLIC,URBAN,Female,529.062,563.488,596.363
SOUTH,PUBLIC,URBAN,Female,561.232,637.994,614.92
SOUTH,PUBLIC,URBAN,Female,564.348,554.591,542.186
SOUTH,PUBLIC,URBAN,Male,594.026,548.673,571
SOUTH,PUBLIC,URBAN,Male,636.478,597.351,635.714
SOUTH,PUBLIC,URBAN,Male,598.699,512.585,621.354
SOUTH,PUBLIC,URBAN,Male,675.502,628.065,626.389
SOUTH,PUBLIC,URBAN,Female,537.708,568.889,571.279
SOUTH,PUBLIC,URBAN,Female,626.897,669.766,635.714
SOUTH,PUBLIC,URBAN,Male,638.347,657.577,624.524
SOUTH,PUBLIC,URBAN,Female,568.243,614.959,595.617
SOUTH,PUBLIC,URBAN,Female,572.761,593.592,530.623
SOUTH,PUBLIC,URBAN,Female,564.893,574.608,592.633
SOUTH,PUBLIC,URBAN,Female,663.507,616.389,628.254
SOUTH,PUBLIC,URBAN,Female,667.09,659.123,662.383
SOUTH,PUBLIC,URBAN,Female,535.372,572.146,535.285
SOUTH,PUBLIC,URBAN,Female,569.723,570.478,589.37
SOUTH,PUBLIC,URBAN,Male,499.774,541.455,516.915
SOUTH,PUBLIC,URBAN,Male,497.905,510.019,487.449
SOUTH,PUBLIC,URBAN,Male,547.912,542.578,536.498
SOUTH,PUBLIC,URBAN,Male,599.868,521.166,559.25
SOUTH,PUBLIC,URBAN,Male,558.662,546.267,534.073
SOUTH,PUBLIC,URBAN,Female,624.093,596.849,597.482
SOUTH,PUBLIC,URBAN,Male,504.915,482.753,507.963
SOUTH,PUBLIC,URBAN,Female,615.758,622.902,579.485
SOUTH,PUBLIC,URBAN,Female,487.934,553.797,476.539
SOUTH,PUBLIC,URBAN,Female,565.75,636.485,584.707
SOUTH,PUBLIC,URBAN,Female,536.929,541.088,553.562
CENTRAL,PUBLIC,REMOTE,Male,560.453,519.642,575.103
CENTRAL,PUBLIC,REMOTE,Male,417.363,449.873,436.162
CENTRAL,PUBLIC,REMOTE,Male,623.002,497.829,625.457
CENTRAL,PUBLIC,REMOTE,Female,405.211,484.057,491.925
CENTRAL,PUBLIC,REMOTE,Male,484.974,493.338,513.185
CENTRAL,PUBLIC,REMOTE,Male,643.021,653.567,682.991
CENTRAL,PUBLIC,REMOTE,Female,455.219,510.11,490.526
CENTRAL,PUBLIC,REMOTE,Male,498.684,535.04,575.103
CENTRAL,PUBLIC,REMOTE,Male,516.599,538.247,595.431
CENTRAL,PUBLIC,REMOTE,Male,473.913,444.741,482.413
CENTRAL,PUBLIC,REMOTE,Male,451.947,475.535,497.706
CENTRAL,PUBLIC,REMOTE,Male,573.773,519.001,587.784
CENTRAL,PUBLIC,REMOTE,Female,423.984,466.423,481.761
CENTRAL,PUBLIC,REMOTE,Female,437.615,447.995,493.976
CENTRAL,PUBLIC,REMOTE,Male,453.739,493.98,446.419
CENTRAL,PUBLIC,REMOTE,Female,508.81,531.556,599.347
CENTRAL,PUBLIC,REMOTE,Female,431.695,526.155,493.976
CENTRAL,PUBLIC,REMOTE,Female,604.853,524.408,594.685
CENTRAL,PUBLIC,REMOTE,Female,493.153,490.173,558.318
CENTRAL,PUBLIC,REMOTE,Female,483.806,522.739,529.411
CENTRAL,PUBLIC,REMOTE,Male,370.315,416.191,386.087
CENTRAL,PUBLIC,REMOTE,Female,508.888,545.933,496.121
CENTRAL,PUBLIC,REMOTE,Female,462.853,435.604,499.571
CENTRAL,PUBLIC,REMOTE,Male,433.487,457.892,508.616
CENTRAL,PUBLIC,REMOTE,Female,434.266,522.819,510.481
CENTRAL,PUBLIC,REMOTE,Male,556.403,588.609,608.579
CENTRAL,PUBLIC,REMOTE,Male,543.55,482.592,615.2
CENTRAL,PUBLIC,REMOTE,Female,541.837,519.006,605.502
CENTRAL,PUBLIC,REMOTE,Female,548.536,576.991,598.228
CENTRAL,PUBLIC,REMOTE,Female,388.075,438.622,415.647
CENTRAL,PUBLIC,REMOTE,Female,495.256,479.132,534.073
CENTRAL,PUBLIC,REMOTE,Female,561.466,533.939,560.183
CENTRAL,PUBLIC,REMOTE,Female,451.324,477.226,544.89
CENTRAL,PUBLIC,URBAN,Female,561.933,543.948,569.135
CENTRAL,PUBLIC,URBAN,Female,547.99,586.364,600.933
CENTRAL,PUBLIC,URBAN,Male,589.04,540.493,573.238
CENTRAL,PUBLIC,URBAN,Male,680.643,676.823,696.326
CENTRAL,PUBLIC,URBAN,Male,636.088,576.741,674.506
CENTRAL,PUBLIC,URBAN,Male,627.987,603.205,617.997
CENTRAL,PUBLIC,URBAN,Female,567.464,577.626,585.36
CENTRAL,PUBLIC,URBAN,Female,522.052,614.323,578.646
CENTRAL,PUBLIC,URBAN,Male,615.602,522.93,569.787
CENTRAL,PUBLIC,URBAN,Male,578.291,533.275,571.652
CENTRAL,PUBLIC,URBAN,Male,555.624,519.722,568.855
CENTRAL,PUBLIC,URBAN,Male,575.798,536.643,578.833
CENTRAL,PUBLIC,URBAN,Male,572.994,555.088,628.814
CENTRAL,PUBLIC,URBAN,Male,567.464,503.603,628.254
CENTRAL,PUBLIC,URBAN,Male,671.063,532.473,660.612
CENTRAL,PUBLIC,URBAN,Female,602.75,583.822,640.377
CENTRAL,PUBLIC,URBAN,Female,625.027,611.782,647.184
CENTRAL,PUBLIC,URBAN,Female,566.14,557.769,590.022
CENTRAL,PUBLIC,URBAN,Female,659.456,637.358,670.776
CENTRAL,PUBLIC,URBAN,Female,481.469,558.483,547.128
CENTRAL,PUBLIC,URBAN,Female,578.135,548.237,549.925
CENTRAL,PUBLIC,URBAN,Female,563.569,583.186,632.917
CENTRAL,PUBLIC,URBAN,Female,506.551,575.243,578.739
CENTRAL,PUBLIC,URBAN,Male,570.58,574.174,636.367
CENTRAL,PUBLIC,URBAN,Male,727.691,625.659,747.426
CENTRAL,PUBLIC,URBAN,Female,536.54,565.712,562.98
CENTRAL,PUBLIC,URBAN,Female,594.571,589.62,585.64
CENTRAL,PUBLIC,URBAN,Male,582.809,567.919,565.778
CENTRAL,PUBLIC,URBAN,Female,658.366,639.583,618.93
CENTRAL,PUBLIC,URBAN,Female,604.308,596.531,636.647
CENTRAL,PUBLIC,URBAN,Male,501.877,539.691,519.06
CENTRAL,PUBLIC,URBAN,Female,580.161,559.993,623.592
CENTRAL,PUBLIC,URBAN,Female,497.827,534.654,530.343
CENTRAL,PUBLIC,URBAN,Female,538.409,618.295,627.135
CENTRAL,PUBLIC,URBAN,Female,624.248,559.834,651.194
NORTH,PUBLIC,URBAN,Female,589.196,582.869,639.071
NORTH,PUBLIC,URBAN,Male,633.674,560.541,625.457
NORTH,PUBLIC,URBAN,Female,623.314,592.083,624.524
NORTH,PUBLIC,URBAN,Female,516.833,548.237,506.099
NORTH,PUBLIC,URBAN,Male,625.65,523.652,688.866
NORTH,PUBLIC,URBAN,Female,560.999,584.14,587.038
NORTH,PUBLIC,URBAN,Female,503.435,494.224,588.997
NORTH,PUBLIC,URBAN,Male,559.519,563.749,609.511
NORTH,PUBLIC,URBAN,Female,578.447,565.871,607.367
NORTH,PUBLIC,URBAN,Female,462.93,533.224,476.539
NORTH,PUBLIC,URBAN,Female,525.168,549.825,534.073
NORTH,PUBLIC,URBAN,Male,544.096,510.821,533.793
NORTH,PUBLIC,URBAN,Male,651.511,634.32,682.618
NORTH,PUBLIC,URBAN,Female,585.847,579.136,610.537
NORTH,PUBLIC,URBAN,Female,515.275,539.499,543.118
NORTH,PUBLIC,URBAN,Female,550.561,508.362,574.17
