REGION,TYPE,AREA,GENDER,MATH,READING,SCIENCE
CENTRAL,PRIVATE,RURAL,Male,471.888,478.743,457.609
CENTRAL,PRIVATE,RURAL,Female,373.353,447.359,355.875
CENTRAL,PRIVATE,RURAL,Female,413.001,495.177,438.773
CENTRAL,PRIVATE,RURAL,Male,482.248,420.121,521.018
CENTRAL,PRIVATE,RURAL,Male,476.873,454.043,379.28
CENTRAL,PRIVATE,RURAL,Male,475.316,475.696,506.845
CENTRAL,PRIVATE,RURAL,Male,483.884,438.004,490.246
CENTRAL,PRIVATE,RURAL,Female,470.798,465.311,474.021
CENTRAL,PRIVATE,RURAL,Female,371.717,431.632,460.22
CENTRAL,PRIVATE,RURAL,Male,474.614,460.378,425.252
CENTRAL,PRIVATE,RURAL,Female,408.405,435.524,399.142
CENTRAL,PRIVATE,RURAL,Male,468.461,403.36,394.48
CENTRAL,PRIVATE,RURAL,Male,444.392,408.172,435.229
CENTRAL,PRIVATE,RURAL,Female,476.172,563.329,496.68
CENTRAL,PRIVATE,RURAL,Female,369.458,400.575,371.168
CENTRAL,PRIVATE,RURAL,Male,434.032,458.694,469.731
CENTRAL,PRIVATE,RURAL,Male,491.829,403.841,467.494
CENTRAL,PRIVATE,RURAL,Female,444.392,411.615,445.207
CENTRAL,PRIVATE,RURAL,Male,531.866,522.69,532.208
CENTRAL,PRIVATE,RURAL,Female,530.309,544.106,537.803
CENTRAL,PRIVATE,RURAL,Male,403.575,358.371,385.808
CENTRAL,PRIVATE,RURAL,Female,419.699,418.605,437.094
CENTRAL,PRIVATE,RURAL,Male,361.746,313.542,325.476
CENTRAL,PUBLIC,URBAN,Male,381.765,338.322,438.959
CENTRAL,PUBLIC,URBAN,Male,330.901,357.649,397.93
CENTRAL,PUBLIC,URBAN,Male,343.13,295.9,427.77
CENTRAL,PUBLIC,URBAN,Male,375.845,366.471,473.182
CENTRAL,PUBLIC,URBAN,Female,428.579,504.709,505.912
CENTRAL,PUBLIC,URBAN,Male,407.081,361.819,502.928
CENTRAL,PUBLIC,URBAN,Male,348.504,364.546,463.764
CENTRAL,PUBLIC,URBAN,Male,345.389,294.296,404.737
CENTRAL,PUBLIC,URBAN,Male,375.689,384.194,436.442
CENTRAL,PUBLIC,URBAN,Female,265.859,290.086,327.9
CENTRAL,PUBLIC,RURAL,Female,585.613,596.69,633.849
CENTRAL,PUBLIC,RURAL,Male,571.281,508.094,594.312
CENTRAL,PUBLIC,RURAL,Female,603.996,623.696,631.332
CENTRAL,PUBLIC,RURAL,Female,599.167,650.067,642.988
CENTRAL,PUBLIC,RURAL,Male,530.62,533.436,556.453
CENTRAL,PUBLIC,RURAL,Male,613.265,570.967,605.781
CENTRAL,PUBLIC,RURAL,Male,505.928,424.211,511.414
CENTRAL,PUBLIC,RURAL,Male,602.282,544.663,617.065
CENTRAL,PUBLIC,RURAL,Female,606.255,567.38,593.1
CENTRAL,PUBLIC,RURAL,Female,483.572,518.053,532.208
CENTRAL,PUBLIC,RURAL,Male,617.939,554.126,628.161
CENTRAL,PUBLIC,RURAL,Male,579.148,514.029,589.09
CENTRAL,PUBLIC,RURAL,Female,501.488,485.327,503.301
CENTRAL,PUBLIC,RURAL,Female,461.528,475.955,509.828
CENTRAL,PUBLIC,RURAL,Female,498.684,548.237,525.681
CENTRAL,PUBLIC,RURAL,Male,589.975,556.532,592.167
CENTRAL,PUBLIC,RURAL,Male,574.552,559.9,583.122
CENTRAL,PUBLIC,RURAL,Female,412.923,522.739,482.786
CENTRAL,PUBLIC,RURAL,Female,476.094,508.68,523.629
CENTRAL,PUBLIC,RURAL,Male,653.147,552.522,660.612
CENTRAL,PUBLIC,RURAL,Female,533.97,556.18,565.778
CENTRAL,PUBLIC,RURAL,Female,542.304,481.515,548.06
CENTRAL,PUBLIC,RURAL,Male,587.794,515.793,564.472
CENTRAL,PUBLIC,RURAL,Female,430.838,482.23,520.086
CENTRAL,PUBLIC,RURAL,Male,589.975,553.805,610.164
CENTRAL,PUBLIC,RURAL,Female,623.781,590.176,593.752
CENTRAL,PUBLIC,RURAL,Female,507.33,514.082,514.398
CENTRAL,PUBLIC,RURAL,Male,519.248,494.14,587.784
CENTRAL,PUBLIC,RURAL,Male,596.051,632.075,600.28
CENTRAL,PUBLIC,RURAL,Male,537.708,493.258,505.446
CENTRAL,PUBLIC,RURAL,Female,536.929,595.181,542.745
CENTRAL,PUBLIC,RURAL,Female,437.303,517.259,509.176
CENTRAL,PUBLIC,RURAL,Female,452.648,496.527,425.905
CENTRAL,PUBLIC,RURAL,Male,623.781,572.41,602.145
CENTRAL,PUBLIC,RURAL,Female,465.189,546.807,532.954
SOUTH,PUBLIC,RURAL,Female,561.778,522.978,555.52
SOUTH,PUBLIC,RURAL,Female,507.486,524.408,572.025
SOUTH,PUBLIC,RURAL,Female,493.543,495.971,517.848
SOUTH,PUBLIC,RURAL,Male,529.218,500.396,545.543
SOUTH,PUBLIC,RURAL,Male,464.099,448.269,526.613
SOUTH,PUBLIC,RURAL,Male,502.734,517.236,514.771
SOUTH,PUBLIC,RURAL,Male,483.183,418.597,494.815
SOUTH,PUBLIC,RURAL,Male,522.909,493.178,592.727
SOUTH,PUBLIC,RURAL,Female,487.934,487.552,483.346
SOUTH,PUBLIC,RURAL,Female,477.808,547.443,515.703
SOUTH,PUBLIC,RURAL,Female,518.157,589.541,616.132
SOUTH,PUBLIC,RURAL,Male,571.125,543.861,586.106
SOUTH,PUBLIC,RURAL,Male,457.634,428.22,453.879
SOUTH,PUBLIC,RURAL,Female,521.584,507.092,577.527
SOUTH,PUBLIC,RURAL,Male,401.005,463.506,410.985
SOUTH,PUBLIC,RURAL,Male,591.455,490.05,530.623
SOUTH,PUBLIC,RURAL,Female,478.12,467.853,495.841
SOUTH,PUBLIC,RURAL,Female,530.932,529.332,573.797
SOUTH,PUBLIC,RURAL,Female,458.257,487.949,465.349
SOUTH,PUBLIC,RURAL,Female,546.433,565.712,628.254
SOUTH,PUBLIC,RURAL,Female,514.262,567.459,557.385
SOUTH,PUBLIC,RURAL,Female,486.376,495.495,499.198
SOUTH,PUBLIC,RURAL,Female,444.392,456.097,452.667
SOUTH,PUBLIC,RURAL,Female,497.827,494.939,535.006
SOUTH,PUBLIC,RURAL,Male,499.385,510.741,527.546
SOUTH,PUBLIC,RURAL,Female,444.859,452.046,463.204
SOUTH,PUBLIC,RURAL,Female,494.945,534.416,573.797
SOUTH,PUBLIC,RURAL,Male,626.663,599.035,647.837
SOUTH,PUBLIC,RURAL,Female,420.79,511.857,528.292
SOUTH,PUBLIC,RURAL,Female,450.39,604.792,525.494
SOUTH,PUBLIC,RURAL,Male,460.204,482.753,486.516
SOUTH,PUBLIC,RURAL,Male,512.938,499.594,575.755
SOUTH,PUBLIC,RURAL,Male,471.421,509.217,503.301
NORTH,PRIVATE,REMOTE,Male,412.222,409.134,458.542
NORTH,PRIVATE,REMOTE,Male,443.457,457.973,449.497
NORTH,PRIVATE,REMOTE,Female,400.615,456.891,475.233
NORTH,PRIVATE,REMOTE,Male,443.846,365.508,457.609
NORTH,PRIVATE,REMOTE,Male,286.267,314.344,297.221
NORTH,PUBLIC,RURAL,Male,469.24,514.831,497.053
NORTH,PUBLIC,RURAL,Female,493.387,518.053,509.176
NORTH,PUBLIC,RURAL,Male,453.583,467.596,458.821
NORTH,PUBLIC,RURAL,Female,383.401,386.992,424.972
NORTH,PUBLIC,RURAL,Female,402.017,421.068,446.419
NORTH,PUBLIC,RURAL,Female,411.754,478.496,449.776
NORTH,PUBLIC,RURAL,Female,474.069,509.475,511.32
NORTH,PUBLIC,RURAL,Male,515.197,484.357,477.471
NORTH,PUBLIC,RURAL,Male,465.657,492.376,489.314
NORTH,PUBLIC,RURAL,Female,451.168,481.674,478.87
NORTH,PUBLIC,RURAL,Male,469.863,481.309,486.516
NORTH,PUBLIC,RURAL,Female,482.793,419.4,513.558
NORTH,PUBLIC,RURAL,Female,450.623,492.635,466.934
NORTH,PUBLIC,RURAL,Male,417.363,432.23,417.512
NORTH,PUBLIC,RURAL,Male,365.485,348.828,445.487
NORTH,PUBLIC,RURAL,Female,528.517,555.386,575.755
NORTH,PUBLIC,RURAL,Female,515.119,517.259,535.845
NORTH,PUBLIC,RURAL,Female,407.782,464.834,449.87
NORTH,PUBLIC,RURAL,Male,567.152,521.166,585.36
NORTH,PUBLIC,RURAL,Female,491.751,573.734,490.526
NORTH,PUBLIC,RURAL,Female,456.543,514.002,443.622
NORTH,PUBLIC,RURAL,Female,464.566,452.602,461.899
NORTH,PUBLIC,RURAL,Male,540.201,543.701,592.54
NORTH,PUBLIC,RURAL,Male,473.212,465.912,508.896
NORTH,PUBLIC,RURAL,Female,474.77,466.423,466.934
NORTH,PUBLIC,RURAL,Male,501.799,458.053,441.757
NORTH,PUBLIC,RURAL,Female,574.396,565.394,615.759
NORTH,PUBLIC,RURAL,Male,405.211,453.241,424.786
NORTH,PUBLIC,RURAL,Male,567.542,478.101,556.08
NORTH,PUBLIC,RURAL,Female,368.679,407.644,412.756
NORTH,PUBLIC,RURAL,Female,548.224,576.832,584.428
NORTH,PUBLIC,RURAL,Female,478.431,499.148,485.397
NORTH,PUBLIC,RURAL,Male,601.503,530.869,601.212
NORTH,PUBLIC,RURAL,Female,438.861,461.339,397.557
CENTRAL,PUBLIC,RURAL,Female,534.982,532.986,544.331
CENTRAL,PUBLIC,RURAL,Female,638.892,568.095,603.077
CENTRAL,PUBLIC,RURAL,Female,639.36,558.404,585.36
CENTRAL,PUBLIC,RURAL,Female,610.851,676.28,598.228
CENTRAL,PUBLIC,RURAL,Female,568.087,545.06,556.36
CENTRAL,PUBLIC,RURAL,Female,587.794,584.14,612.962
CENTRAL,PUBLIC,RURAL,Male,606.411,540.493,558.038
CENTRAL,PUBLIC,RURAL,Female,532.645,569.683,520.086
CENTRAL,PUBLIC,RURAL,Female,534.515,566.665,531.276
CENTRAL,PUBLIC,RURAL,Female,504.292,520.913,439.519
CENTRAL,PUBLIC,RURAL,Female,589.508,607.016,601.212
CENTRAL,PUBLIC,RURAL,Female,618.173,601.614,610.164
CENTRAL,PUBLIC,RURAL,Male,643.021,563.749,614.267
CENTRAL,PUBLIC,RURAL,Female,554.144,568.095,565.125
CENTRAL,PUBLIC,RURAL,Female,512.705,513.287,484.651
CENTRAL,PUBLIC,RURAL,Female,660.936,663.412,625.457
CENTRAL,PUBLIC,RURAL,Female,570.58,534.734,551.79
CENTRAL,PUBLIC,RURAL,Female,547.757,591.288,532.022
CENTRAL,PUBLIC,RURAL,Male,536.151,462.704,529.317
CENTRAL,PUBLIC,RURAL,Female,476.328,479.132,467.587
CENTRAL,PUBLIC,RURAL,Male,534.748,514.029,499.291
CENTRAL,PUBLIC,RURAL,Female,625.806,561.74,591.235
CENTRAL,PUBLIC,RURAL,Female,548.536,537.116,513.558
CENTRAL,PUBLIC,RURAL,Male,599.322,526.86,617.344
CENTRAL,PUBLIC,RURAL,Male,634.53,508.575,606.434
CENTRAL,PUBLIC,RURAL,Male,581.251,547.069,543.398
CENTRAL,PUBLIC,RURAL,Male,734.079,625.178,713.67
CENTRAL,PUBLIC,RURAL,Female,639.593,604.553,618.93
CENTRAL,PUBLIC,RURAL,Female,656.808,655.628,657.908
CENTRAL,PUBLIC,RURAL,Female,559.597,532.033,556.08
CENTRAL,PUBLIC,RURAL,Female,581.329,550.699,536.218
CENTRAL,PUBLIC,RURAL,Female,575.721,575.958,580.698
CENTRAL,PUBLIC,RURAL,Male,621.055,559.82,531.555
CENTRAL,PUBLIC,RURAL,Male,470.33,516.434,484.651
CENTRAL,PUBLIC,RURAL,Male,514.34,518.119,449.497
NORTH,PUBLIC,URBAN,Male,432.63,444.259,496.121
NORTH,PUBLIC,URBAN,Male,488.09,322.524,522.51
NORTH,PUBLIC,URBAN,Female,444.158,515.829,520.086
NORTH,PUBLIC,URBAN,Male,483.884,433.994,551.604
NORTH,PUBLIC,URBAN,Male,413.779,426.777,534.819
NORTH,PUBLIC,URBAN,Female,390.567,410.503,492.671
NORTH,PUBLIC,URBAN,Female,390.567,460.068,478.404
NORTH,PUBLIC,URBAN,Male,426.943,340.728,524.748
NORTH,PUBLIC,URBAN,Male,519.871,433.834,575.382
NORTH,PUBLIC,URBAN,Female,469.084,498.99,529.411
NORTH,PUBLIC,URBAN,Male,391.658,453.081,450.149
NORTH,PUBLIC,URBAN,Female,502.812,487.869,531.928
NORTH,PUBLIC,URBAN,Male,462.307,473.931,510.761
NORTH,PUBLIC,URBAN,Male,442.133,434.796,503.861
NORTH,PUBLIC,URBAN,Male,450.078,373.528,531.276
NORTH,PUBLIC,URBAN,Female,421.647,498.275,478.404
NORTH,PUBLIC,URBAN,Female,416.817,446.486,517.288
NORTH,PUBLIC,URBAN,Female,406.224,429.885,476.912
NORTH,PUBLIC,URBAN,Male,442.055,438.646,515.144
NORTH,PUBLIC,URBAN,Male,414.558,386.519,500.504
NORTH,PUBLIC,URBAN,Female,386.984,468.012,494.909
NORTH,PUBLIC,URBAN,Female,456.076,466.423,545.263
NORTH,PUBLIC,URBAN,Male,482.793,401.596,530.343
NORTH,PUBLIC,URBAN,Female,503.046,540.294,549.925
NORTH,PUBLIC,URBAN,Male,469.941,461.902,487.356
NORTH,PUBLIC,URBAN,Male,372.729,378.5,381.145
NORTH,PUBLIC,URBAN,Male,529.062,461.902,562.048
NORTH,PUBLIC,URBAN,Male,482.248,461.822,533.141
NORTH,PUBLIC,URBAN,Female,395.864,502.326,500.317
NORTH,PUBLIC,URBAN,Female,415.493,408.915,443.249
NORTH,PUBLIC,URBAN,Male,373.353,338.483,414.062
NORTH,PUBLIC,URBAN,Male,481.547,478.101,513.558
NORTH,PUBLIC,URBAN,Male,428.657,425.013,498.545
SOUTH,PUBLIC,URBAN,Male,688.433,603.686,679.541
SOUTH,PUBLIC,URBAN,Female,516.677,567.38,486.796
SOUTH,PUBLIC,URBAN,Male,713.125,599.837,655.949
SOUTH,PUBLIC,URBAN,Female,613.966,641.965,638.512
SOUTH,PUBLIC,URBAN,Male,713.047,639.132,677.024
SOUTH,PUBLIC,URBAN,Female,647.617,607.016,608.952
SOUTH,PUBLIC,URBAN,Male,569.022,552.522,541.533
SOUTH,PUBLIC,URBAN,Female,587.638,557.451,619.489
SOUTH,PUBLIC,URBAN,Female,618.095,622.108,576.035
SOUTH,PUBLIC,URBAN,Male,693.73,596.789,664.248
SOUTH,PUBLIC,URBAN,Female,570.034,602.25,648.769
SOUTH,PUBLIC,URBAN,Female,613.187,636.564,579.765
SOUTH,PUBLIC,URBAN,Male,632.739,558.938,671.056
SOUTH,PUBLIC,URBAN,Female,705.336,678.504,738.008
SOUTH,PUBLIC,URBAN,Male,554.767,594.383,567.456
SOUTH,PUBLIC,URBAN,Female,643.644,604.712,588.437
SOUTH,PUBLIC,URBAN,Female,577.278,543.392,531.276
SOUTH,PUBLIC,URBAN,Female,628.922,599.867,668.631
SOUTH,PUBLIC,URBAN,Female,704.323,636.564,701.734
SOUTH,PUBLIC,URBAN,Male,626.585,561.023,599.907
SOUTH,PUBLIC,URBAN,Male,652.212,599.917,558.598
SOUTH,PUBLIC,URBAN,Male,578.369,554.928,558.038
SOUTH,PUBLIC,URBAN,Male,596.83,591.817,605.875
SOUTH,PUBLIC,URBAN,Female,592.935,607.969,621.541
SOUTH,PUBLIC,URBAN,Female,563.024,618.136,579.765
SOUTH,PUBLIC,URBAN,Female,605.865,599.867,621.727
SOUTH,PUBLIC,URBAN,Female,648.318,653.88,659.866
SOUTH,PUBLIC,URBAN,Male,631.103,563.108,587.225
SOUTH,PUBLIC,URBAN,Male,551.963,523.01,565.405
SOUTH,PUBLIC,URBAN,Female,632.116,598.278,613.335
SOUTH,PUBLIC,URBAN,Male,608.514,633.518,656.229
SOUTH,PUBLIC,URBAN,Male,619.731,587.166,598.042
SOUTH,PUBLIC,URBAN,Female,600.101,618.613,627.881
SOUTH,PUBLIC,URBAN,Female,700.896,661.664,694.461
SOUTH,PUBLIC,URBAN,Female,640.372,566.427,645.039
SOUTH,PUBLIC,URBAN,Male,565.049,573.373,593.1
SOUTH,PUBLIC,URBAN,Female,615.446,539.42,607.74
SOUTH,PUBLIC,URBAN,Male,619.419,540.653,608.486
SOUTH,PUBLIC,URBAN,Female,543.395,524.566,630.679
SOUTH,PUBLIC,URBAN,Female,610.072,588.906,611.283
SOUTH,PUBLIC,URBAN,Male,658.6,592.619,632.637
SOUTH,PUBLIC,URBAN,Female,576.811,570.478,621.447
SOUTH,PUBLIC,URBAN,Male,601.581,576.661,565.125
SOUTH,PUBLIC,URBAN,Female,517.534,512.969,542.093
SOUTH,PUBLIC,URBAN,Female,568.866,560.151,577.807
SOUTH,PUBLIC,URBAN,Male,690.77,553.965,673.946
SOUTH,PUBLIC,URBAN,Female,497.204,538.785,497.986
SOUTH,PUBLIC,URBAN,Male,591.533,589.411,649.981
SOUTH,PUBLIC,URBAN,Female,581.718,618.136,579.765
SOUTH,PUBLIC,URBAN,Female,610.851,557.769,570.44
SOUTH,PUBLIC,URBAN,Female,590.598,549.19,552.723
SOUTH,PUBLIC,URBAN,Female,535.605,550.779,593.379
SOUTH,PUBLIC,URBAN,Female,485.442,588.111,530.343
SOUTH,PUBLIC,URBAN,Female,609.526,601.456,606.807
SOUTH,PUBLIC,URBAN,Male,574.942,550.036,603.077
SOUTH,PUBLIC,URBAN,Female,563.569,543.471,577.9
SOUTH,PUBLIC,URBAN,Female,469.24,469.282,494.536
SOUTH,PUBLIC,URBAN,Female,572.137,579.215,552.723
SOUTH,PUBLIC,URBAN,Female,584.834,562.376,687.001
SOUTH,PUBLIC,URBAN,Female,581.718,578.421,607.74
SOUTH,PUBLIC,URBAN,Female,499.463,588.906,552.536
SOUTH,PUBLIC,URBAN,Female,476.562,535.369,537.803
SOUTH,PUBLIC,URBAN,Male,545.887,557.334,571.373
SOUTH,PUBLIC,URBAN,Male,730.807,610.422,705.651
SOUTH,PUBLIC,URBAN,Male,724.108,682.597,724.86
SOUTH,PUBLIC,URBAN,Female,542.382,610.193,578.739
SOUTH,PUBLIC,URBAN,Male,599.946,551.72,625.457
SOUTH,PUBLIC,URBAN,Female,582.108,563.329,616.971
SOUTH,PUBLIC,URBAN,Male,524.466,531.752,479.336
SOUTH,PUBLIC,URBAN,Male,617.16,572.571,602.984
SOUTH,PUBLIC,URBAN,Male,552.119,529.266,587.225
SOUTH,PUBLIC,URBAN,Female,467.994,488.664,435.229
SOUTH,PUBLIC,URBAN,Male,570.268,529.987,619.862
SOUTH,PUBLIC,URBAN,Male,538.409,599.195,555.334
SOUTH,PUBLIC,URBAN,Female,488.012,515.67,488.102
SOUTH,PUBLIC,URBAN,Female,437.303,485.169,444.181
SOUTH,PUBLIC,URBAN,Female,553.677,526.632,557.385
SOUTH,PUBLIC,URBAN,Male,517.846,551.72,464.137
SOUTH,PUBLIC,URBAN,Male,565.75,528.544,549.273
SOUTH,PUBLIC,URBAN,Female,568.165,534.416,584.055
SOUTH,PUBLIC,URBAN,Female,541.214,494.065,589.09
SOUTH,PUBLIC,URBAN,Female,482.326,499.943,483.532
SOUTH,PUBLIC,URBAN,Female,417.207,453.873,441.384
SOUTH,PUBLIC,URBAN,Female,393.683,398.907,385.155
SOUTH,PUBLIC,URBAN,Female,496.503,506.138,448.564
SOUTH,PUBLIC,URBAN,Female,539.188,522.183,541.533
SOUTH,PUBLIC,URBAN,Female,498.138,483.103,465.069
SOUTH,PUBLIC,URBAN,Female,451.947,511.857,458.542
SOUTH,PUBLIC,URBAN,Male,471.499,429.103,439.239
SOUTH,PUBLIC,URBAN,Male,552.508,547.79,536.218
SOUTH,PUBLIC,URBAN,Female,507.486,538.705,533.141
SOUTH,PUBLIC,URBAN,Male,646.137,544.503,611.19
SOUTH,PUBLIC,URBAN,Male,569.1,502.16,584.055
SOUTH,PUBLIC,URBAN,Female,448.286,425.119,418.445
SOUTH,PUBLIC,URBAN,Male,418.453,469.12,454.812
SOUTH,PUBLIC,URBAN,Male,442.678,449.873,470.571
SOUTH,PUBLIC,URBAN,Female,417.908,506.138,478.777
SOUTH,PUBLIC,URBAN,Female,537.319,525.043,524.748
SOUTH,PUBLIC,URBAN,Male,548.458,558.055,606.807
SOUTH,PUBLIC,URBAN,Female,510.446,546.648,556.36
SOUTH,PUBLIC,URBAN,Male,442.6,422.607,476.259
SOUTH,PUBLIC,URBAN,Female,519.248,542.041,597.109
SOUTH,PUBLIC,URBAN,Male,443.379,461.261,414.715
SOUTH,PUBLIC,URBAN,Male,515.82,551.88,511.507
SOUTH,PUBLIC,URBAN,Female,575.253,583.981,611.19
SOUTH,PUBLIC,URBAN,Male,554.689,602.964,599.347
SOUTH,PUBLIC,URBAN,Male,604.619,531.671,615.2
SOUTH,PUBLIC,URBAN,Female,498.372,517.1,523.816
SOUTH,PUBLIC,URBAN,Female,558.818,518.53,564.472
SOUTH,PUBLIC,URBAN,Female,446.573,492.635,456.583
SOUTH,PUBLIC,URBAN,Male,512.627,485.88,532.208
SOUTH,PUBLIC,URBAN,Female,517.846,559.993,515.423
SOUTH,PUBLIC,URBAN,Female,552.43,538.705,572.305
SOUTH,PUBLIC,URBAN,Female,399.058,495.812,423.946
SOUTH,PUBLIC,URBAN,Female,470.876,520.436,532.861
SOUTH,PUBLIC,URBAN,Male,554.767,576.741,557.199
SOUTH,PUBLIC,URBAN,Female,497.437,554.75,562.607
SOUTH,PUBLIC,URBAN,Female,462.307,492.635,523.536
SOUTH,PUBLIC,URBAN,Female,447.43,495.812,440.172
SOUTH,PUBLIC,URBAN,Male,597.687,591.897,522.231
SOUTH,PUBLIC,URBAN,Female,534.047,532.509,559.81
SOUTH,PUBLIC,URBAN,Male,508.031,547.069,526.427
SOUTH,PUBLIC,URBAN,Male,562.634,435.438,521.858
SOUTH,PUBLIC,URBAN,Male,609.293,549.475,645.972
SOUTH,PUBLIC,URBAN,Female,533.892,522.501,574.73
SOUTH,PUBLIC,URBAN,Female,498.138,533.939,509.828
SOUTH,PUBLIC,URBAN,Female,543.239,518.053,539.948
SOUTH,PUBLIC,URBAN,Male,441.821,479.705,460.22
SOUTH,PUBLIC,URBAN,Female,509.9,511.857,596.177
SOUTH,PUBLIC,URBAN,Male,511.147,495.584,577.9
SOUTH,PUBLIC,URBAN,Female,520.65,514.876,496.121
SOUTH,PUBLIC,URBAN,Female,485.675,543.471,513.558
SOUTH,PUBLIC,URBAN,Male,512.003,565.433,536.218
SOUTH,PUBLIC,URBAN,Male,504.604,530.869,505.166
SOUTH,PUBLIC,URBAN,Male,470.019,427.098,527.173
SOUTH,PUBLIC,URBAN,Male,518.858,458.614,543.398
SOUTH,PUBLIC,URBAN,Male,521.74,534.077,555.52
SOUTH,PUBLIC,URBAN,Male,542.772,531.671,541.533
SOUTH,PUBLIC,URBAN,Male,595.272,589.572,610.537
CENTRAL,PUBLIC,URBAN,Female,619.886,607.016,553.655
CENTRAL,PUBLIC,URBAN,Female,503.435,521.23,493.883
CENTRAL,PUBLIC,URBAN,Female,524.389,483.898,565.778
CENTRAL,PUBLIC,URBAN,Female,444.158,496.607,424.04
CENTRAL,PUBLIC,URBAN,Female,453.583,475.955,482.693
CENTRAL,PUBLIC,URBAN,Male,533.191,522.048,534.726
CENTRAL,PUBLIC,URBAN,Male,544.018,402.237,512.253
CENTRAL,PUBLIC,URBAN,Male,683.603,579.147,615.759
CENTRAL,PUBLIC,URBAN,Female,440.731,462.451,410.052
CENTRAL,PUBLIC,URBAN,Male,555.702,495.584,538.083
CENTRAL,PUBLIC,URBAN,Male,558.194,529.426,562.607
CENTRAL,PUBLIC,URBAN,Female,598.543,525.202,565.125
CENTRAL,PUBLIC,URBAN,Female,557.338,556.974,548.993
CENTRAL,PUBLIC,URBAN,Female,497.437,555.544,557.945
CENTRAL,PUBLIC,URBAN,Female,510.446,556.974,528.385
CENTRAL,PUBLIC,URBAN,Male,575.175,476.016,562.607
CENTRAL,PUBLIC,URBAN,Female,510.368,563.488,527.359
CENTRAL,PUBLIC,URBAN,Male,487.077,484.437,413.129
CENTRAL,PUBLIC,URBAN,Male,570.58,578.184,584.148
CENTRAL,PUBLIC,URBAN,Female,502.267,501.214,503.301
CENTRAL,PUBLIC,URBAN,Female,510.368,583.345,503.115
CENTRAL,PUBLIC,URBAN,Male,595.506,520.444,547.128
CENTRAL,PUBLIC,URBAN,Female,676.281,654.833,616.878
CENTRAL,PUBLIC,URBAN,Female,511.225,529.253,468.146
CENTRAL,PUBLIC,URBAN,Male,524.622,436.24,484.372
CENTRAL,PUBLIC,URBAN,Male,519.014,439.528,437.374
CENTRAL,PUBLIC,URBAN,Female,503.357,476.113,413.782
CENTRAL,PUBLIC,URBAN,Male,519.637,531.591,566.71
CENTRAL,PUBLIC,URBAN,Male,483.884,478.101,435.229
CENTRAL,PUBLIC,URBAN,Male,560.999,547.069,538.736
CENTRAL,PUBLIC,URBAN,Male,496.814,450.515,521.018
CENTRAL,PUBLIC,URBAN,Female,520.961,516.306,511.693
CENTRAL,PUBLIC,URBAN,Female,426.71,541.088,493.044
CENTRAL,PUBLIC,URBAN,Male,526.648,475.455,521.951
CENTRAL,PUBLIC,URBAN,Female,533.191,587.158,561.115
SOUTH,PUBLIC,RURAL,Female,307.143,421.942,374.524
SOUTH,PUBLIC,RURAL,Male,404.666,461.1,423.107
SOUTH,PUBLIC,RURAL,Female,350.062,369.199,372.38
SOUTH,PUBLIC,RURAL,Female,372.418,432.982,475.326
SOUTH,PUBLIC,RURAL,Female,393.683,489.458,425.252
SOUTH,PUBLIC,RURAL,Female,428.579,503.12,497.52
SOUTH,PUBLIC,RURAL,Male,398.512,396.303,490.806
SOUTH,PUBLIC,RURAL,Male,524.077,479.385,587.225
SOUTH,PUBLIC,RURAL,Female,390.1,479.926,414.715
SOUTH,PUBLIC,RURAL,Male,463.865,461.1,515.144
SOUTH,PUBLIC,RURAL,Male,480.301,466.874,518.78
SOUTH,PUBLIC,RURAL,Male,337.521,332.869,341.328
SOUTH,PUBLIC,RURAL,Female,325.76,435.604,377.415
SOUTH,PUBLIC,RURAL,Female,360.812,511.857,479.802
SOUTH,PUBLIC,RURAL,Female,401.784,402.084,425.905
SOUTH,PUBLIC,RURAL,Male,423.36,452.279,499.291
NORTH,PUBLIC,RURAL,Female,563.258,556.101,549.925
NORTH,PUBLIC,RURAL,Male,395.864,413.946,440.638
NORTH,PUBLIC,RURAL,Female,540.045,525.281,489.593
NORTH,PUBLIC,RURAL,Female,568.944,471.665,571.932
NORTH,PUBLIC,RURAL,Male,598.388,570.325,650.448
NORTH,PUBLIC,RURAL,Male,534.515,497.188,542.466
NORTH,PUBLIC,RURAL,Male,593.714,517.397,548.993
NORTH,PUBLIC,RURAL,Female,540.824,545.933,481.201
NORTH,PUBLIC,RURAL,Female,582.497,605.427,575.103
NORTH,PUBLIC,RURAL,Male,372.574,417.795,436.069
NORTH,PUBLIC,RURAL,Male,556.792,534.879,512.626
NORTH,PUBLIC,RURAL,Female,576.655,526.87,514.771
NORTH,PUBLIC,RURAL,Female,466.202,550.62,503.954
NORTH,PUBLIC,RURAL,Female,513.016,534.892,555.147
NORTH,PUBLIC,RURAL,Male,459.737,416.993,498.639
NORTH,PUBLIC,RURAL,Male,529.53,457.732,505.166
NORTH,PUBLIC,RURAL,Female,592.156,566.506,623.592
NORTH,PUBLIC,RURAL,Male,534.671,441.533,488.941
NORTH,PUBLIC,RURAL,Female,488.713,522.819,496.121
NORTH,PUBLIC,RURAL,Female,591.611,565.712,544.331
NORTH,PUBLIC,RURAL,Female,620.665,571.907,597.482
NORTH,PUBLIC,RURAL,Male,566.529,470.724,529.317
NORTH,PUBLIC,RURAL,Female,552.43,569.048,585.173
